"Title","URL","Resource type","Citation","Year","Number"
"Supplementary material to Climate-Smart Agriculture in Argentina. CSA Country Profiles for Latin America Series","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://assets.publishing.service.gov.uk/media/57a089dce5274a27b20002d5/Supplementary-material_Argentina.pdf
","Report","World Bank et al.","2014","2"
"Climate-Smart Agriculture in Peru. CSA Country Profiles for Latin America Series","https://climateknowledgeportal.worldbank.org/sites/default/files/2019-06/CSA-in-Peru.pdf","Factsheet","World Bank et al.","2015","1"
"Disaster Risk Reduction in Sub-Saharan Africa","https://daraint.org/wp-content/uploads/2012/01/2010_Status_DRR_Africa.pdf","Report","World Bank","2010","1"
"THE EFFECT OF WOMEN'S ECONOMIC POWER in Latin America and Caribbean.","https://www.worldbank.org/en/news/feature/2012/08/29/women-play-key-role-in-economic-gains-in-latin-american-and-caribbean","World Bank Report","World Bank","2012","1"
"United Mexican States: Policy Notes","https://openknowledge.worldbank.org/bitstream/handle/10986/16077/ACS35290PN0P12015B00PUBLIC00A9RBB04.pdf?sequence=1&isAllowed=y","World Bank Report","World Bank","2013","1"
"Sub Saharan African Maintains Growth Momentum","https://www.worldbank.org/content/dam/Worldbank/document/Africa/Report/Africas-Pulse-brochure_Vol7.pdf","Report","World Bank","2013","2"
"South Asia’s $2.5 Trillion Infrastructure Gap","https://www.worldbank.org/en/news/feature/2014/04/02/south-asia-trillion-infrastructure-gap","Report","World Bank","2014","1"
"Turn Down The Heat: Confronting The New Climate Normal","https://www.geonode-gfdrrlab.org/documents/411/download","World Bank Report","World Bank","2014","2"
"Climate Change Threatens to Deepen Poverty in East Asia Pacific by 2030","https://www.worldbank.org/en/news/press-release/2015/11/12/climate-change-threatens-to-deepen-poverty-in-east-asia-pacific-by-2030","Report","World Bank","2015","1"
"Senegal Agricultural Sector Risk Assessment","https://documents1.worldbank.org/curated/en/926271468184776681/pdf/100127-BRI-P148139-PUBLIC-ADD-SERIES-Box393225B-Senegal-Policy-Note-web.pdf","Report","World Bank","2015","2"
"Dealing with Commodity Price Uncertainty","https://papers.ssrn.com/sol3/Delivery.cfm/784.pdf?abstractid=620615","Report","World Bank","2016","1"
"An analysis of issues shaping Africa’s economic future","https://www.worldbank.org/content/dam/Worldbank/document/Africa/Report/Africas-Pulse-brochure_Vol8.pdf","Report","World Bank","2018","1"
"Sustainable land management and restoration in the Middle East and North Africa Region: Issues, Challenges and Recommendations","https://openknowledge.worldbank.org/bitstream/handle/10986/33037/Sustainable-Land-Management-and-Restoration-in-the-Middle-East-and-North-Africa-Region-Issues-Challenges-and-Recommendations.pdf?sequence=1&isAllowed=y","Report","World Bank","2019","1"
"SUSTAINABLE LAND MANAGEMENT
AND RESTORATION IN THE MIDDLE
EAST AND NORTH AFRICA REGION
Issues, Challenges, and Recommendations","https://www.profor.info/sites/profor.info/files/Sustainable-Land-Management-and-Restoration-in-the-Middle-East-and-North-Africa-Region-Issues-Challenges-and-Recommendations.pdf","Report","World Bank","2019","2"
"An analysis of issues shaping Africa’s economic future.","https://www.worldbank.org/content/dam/Worldbank/document/Africa/Report/Africas-Pulse-brochure_Vol8.pdf","World Bank Report","World Bank","2019","3"
"East Asia and Pacific : Countries Must Act Now to Mitigate Economic Shock of COVID-19","https://www.worldbank.org/en/news/press-release/2020/03/30/east-asia-and-pacific-countries-must-act-now-to-mitigate-economic-shock-of-covid-19","World Bank Report","World Bank","2020","1"
"Agriculture and Food Systems in Latin America and the Caribbean Poised for Transformational Changes","https://www.worldbank.org/en/news/press-release/2020/11/12/agriculture-food-systems-latin-america-caribbean-changes","World Bank publication press release","World Bank","2020","2"
"Poverty and Equity Brief Sub-Saharan Africa","https://databankfiles.worldbank.org/data/download/poverty/33EF03BB-9722-4AE2-ABC7-AA2972D68AFE/Global_POVEQ_SSA.pdf","Report","World Bank","2020","3"
"Latin America and Caribbean GDP Database. World Development Indicators.","https://www.worldbank.org/en/region/lac/overview","World Bank Report","World Bank","2020","4"
"Climate-smart agriculture (CSA) is an integrated approach to managing landscapes—cropland, livestock, forests and fisheries--that address the interlinked challenges of food security and climate change.","https://www.worldbank.org/en/topic/climate-smart-agriculture","Report","World Bank","2021","1"
"East Asia and Pacific Poverty Rate 1981-2022","https://www.macrotrends.net/countries/EAS/east-asia-pacific/poverty-rate","World Bank Report","World Bank","2021","2"
"Climate Smart Agriculture","https://www.worldbank.org/en/topic/climate-smart-agriculture","World Bank Report","World Bank","2021","3"
"Climate change knowledge portal for development practitioners and policy makers: Mexico","https://climateknowledgeportal.worldbank.org/country/mexico/vulnerability","Webpage","World Bank","2021","4"
"Climate Risk Country Profile: India","https://climateknowledgeportal.worldbank.org/sites/default/files/country-profiles/15503-WB_India%20Country%20Profile-WEB.pdf","Country Profile","World Bank","2021","5"
"Small and Medium Enterprises (SMEs) Finance","https://www.worldbank.org/en/topic/smefinance","Report","World Bank","2021","6"
"Climate change action plan (2021-2025), South Asia Roadmap.","https://www.worldbank.org/en/region/sar/publication/south-asia-climate-roadmap","Report","World Bank","2021","8"
"Africa's Pulse: Climate Change Adaptation and Economic Transformation in Sub-Saharan Africa","9781464818059.pdf (worldbank.org)","World Bank Report","World Bank","2021","9"
"Climare risk country profile-Ghana","https://climateknowledgeportal.worldbank.org/sites/default/files/2021-06/15857-WB_Ghana Country Profile-WEB.pdf","Report","World Bank","2021","10"
"Urgent Action is Needed to Address the Enormous Education Crisis in Latin America and the Caribbean","https://www.worldbank.org/en/news/press-release/2021/03/17/hacer-frente-a-la-crisis-educativa-en-america-latina-y-el-caribe","World Bank Report","World Bank","2021","7"
"Braving the Storms: The East Asia and Pacific","blogs.worldbank.org/eastasia","World Bank Report","World Bank","2022","1"
"Food Security Update","https://www.worldbank.org/en/topic/agriculture/brief/food-security-update","Report","World Bank","2022","2"
"MIDDLE EAST and NORTH AFRICA CLIMATE ROADMAP (2021-2025) THE WORLD BANK GROUP Driving transformational climate action and green recovery in MENA","https://thedocs.worldbank.org/en/doc/6f868d4a875db3ef23ef1dc747fcf2ca-0280012022/original/MENA-Roadmap-Final-01-20.pdf","Publication","World Bank","2022","3"
"Enhancing Climate Adaptation and Resilience in South Asia","https://www.agritechtomorrow.com/article/2022/06/enhancing-climate-adaptation-and-resilience-in-south-asia/13804","Report","World Bank","2022","4"
"CLIMATE-SMART AGRICULTURE","https://www.worldbank.org/en/topic/climate-smart-agriculture","Report","World Bank","2022","5"
"Climate-smart agriculture in Uruguay","https://cgspace.cgiar.org/handle/10568/69546","CSA profile document","World Bank","2015","3"
"How the Middle East is suffering on the front lines of climate change","https://www.weforum.org/agenda/2019/04/middle-east-front-lines-climate-change-mena/","Article","World Economic Forum","2019","1"
"State of the Climate in Latin America and the Caribbean 2020","https://reliefweb.int/sites/reliefweb.int/files/resources/1272_Statement_LAC_en_big.pdf","WMO publication","World Meteorological Organization (WMO)","2020","1"
"New report shows impacts of climate change and extreme weather in Latin America and Caribbean","https://public.wmo.int/en/media/press-release/new-report-shows-impacts-of-climate-change-and-extreme-weather-latin-america-and","WMO publication","World Meteorological Organization (WMO)","2021","1"
"Price Shocks","https://www.wvi.org/sites/default/files/2021-09/9022_Price_Shocks_Report_Final.pdf","World Vision Report","World Vision","2021","1"
"The impact of improved road networks on marketing of vegetables and households' income in Dedo district, Oromia regional state, Ethiopia","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8524753/","Journal article","Wudad et al.","2021","1"
"Climate Change Impacts in the Amazon: Review of scientific literature.","https://d2ouvy59p0dg6k.cloudfront.net/downloads/amazon_cc_impacts_lit_review_final_2.pdf","Report","WWF","2007","1"
"Crop Adaptation to Climate Change.",,"Journal","Yadav et al.","2011","1"
"Improving Water Productivity of Wheat-Based Cropping Systems in South Asia for Sustained Productivity","https://www.researchgate.net/publication/278408125_Improving_Water_Productivity_of_Wheat-Based_Cropping_Systems_in_South_Asia_for_Sustained_Productivity","Journal","Yadvinder-Singh et al.","2014","1"
"Food security in South Asia under climate change and economic policies","https://www.emerald.com/insight/content/doi/10.1108/IJCCSM-10-2021-0113/full/html","journal","Yan and Alvi","2022","1"
"Crop solutions: Potatoes","https://www.yara.co.uk/crop-nutrition/potato/potato-agronomic-principles/","Website","Yara","2022","1"
"Development of a participatory approach for mapping climate risks and adaptive interventions (CS-MAP) in Vietnam’s Mekong River Delta","https://doi.org/10.1016/j.crm.2019.04.004","Journal article","Yen et al.","2019","1"
"Can an incremental approach be a better option in the dissemination of conservation agriculture? Some socioeconomic justifications from the drylands of Morocco.","https://doi.org/10.1016/j.still.2021.105067","Journal article","Yigezu et al.","2021","1"
"Southeast Asia must narrow down the yield gap to continue to be a major rice bowl","https://www.nature.com/articles/s43016-022-00477-z.pdf?origin=ppub","Journal article","Yuan et al.","2022","1"
"Impact of climate change on some grapevine varieities grown in Peru for Pisco Production","https://oeno-one.eu/article/view/90","Journal article","Yzarra et al.","2017","1"
"Assessment of impacts of climate change on rice and wheat in the Indo-Gangetic plains","https://hdl.handle.net/10568/65651","Journal article","Zacharias et al.","2014","1"
"Ready for the Dry Years: Building resilience to drought in South-East Asia.","https://www.unescap.org/sites/default/files/publications/Ready%20for%20the%20Dry%20Years.pdf","UN Publication","Zahedi et al.","2020","1"
"Heat stress mitigation strategies for beef cattle
under intensive finishing in the Mexican dry
tropics","https://revista-agroproductividad.org/index.php/agroproductividad/article/download/1874/1648/7988","Report","Zazueta-Gutiérrez et al.","2021","1"
"Agricultural Impact of Climate Change: A General Equilibrium Analysis with Special Reference to Southeast Asia","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.adb.org/sites/default/files/publication/155986/adbi-wp131.pdf","Working Paper","Zhai and Zhuang","2009","1"
"Temperature increases reduces global yields of major crops in four Independent Estimates.","https://doi.org/10.1073/pnas.1701762114","Journal","Zhao et al.","2017","1"
"Soil Degradation in sub-Saharan Africa and Crop Production Options for Soil Rehabilitation","https://www.researchgate.net/publication/314086224_Soil_Degradation_in_sub-Saharan_Africa_and_Crop_Production_Options_for_Soil_Rehabilitation","Journal","Zingore et al.","2015","1"
"Soil Degradation in sub-Saharan Africa and Crop Production Options for Soil Rehabilitation.","https://www.researchgate.net/publication/314086224_Soil_Degradation_in_sub-Saharan_Africa_and_Crop_Production_Options_for_Soil_Rehabilitation","Journal Article","Zingore et al.","2015","2"
"Toward climate-smart agriculture
in West Africa: a review of climate change impacts, adaptation strategies and policy developments for the livestock, fishery and crop production sectors","https://www.researchgate.net/publication/311212383_Toward_climate-smart_agriculture_in_West_Africa_A_review_of_climate_change_impacts_adaptation_strategies_and_policy_developments_for_the_livestock_fishery_and_crop_production_sectors","Journal article","Zougmore et al.","2016","1"
"Chickpea Seed Production Manual ",,"Book","Gaur et al.","2010","1"
"ICRISAT website","https://www.icrisat.org/","Website","ICRISAT","2021","1"
"Ikisan - Agriculture Information Resource to Farmers","https://www.ikisan.com/","Website","Ikisan","2021","1"
"Japan International Cooperation Agency - Annual Report","https://www.jica.go.jp/english/publications/reports/annual/2018/index.html","Report","JICA","2018","1"
"Observations on livestock productivity in sheep fed exclusively on haulms from ten different genotypes of groundnut","http://oar.icrisat.org/1113/","Journal article","Prasad et al.","2010","1"
